Level	Date and Time	Source	Event ID	Task Category
Information	16-11-2025 22:44:58	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Office.ActionsServer_16.0.19328.20190_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	16-11-2025 22:44:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.OfficePushNotificationUtility_16.0.19328.20190_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	16-11-2025 22:34:39	Netwtw14	7003	None	7003 - Roam Complete
Information	16-11-2025 22:32:26	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: 9PB0TRCNRHFX-Microsoft.AVCEncoderVideoExtension
Information	16-11-2025 22:32:25	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\gunis\AppData\Local\Packages\Microsoft.AVCEncoderVideoExtension_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	16-11-2025 22:32:25	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9PB0TRCNRHFX-Microsoft.AVCEncoderVideoExtension
Warning	16-11-2025 22:32:05	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saiganesh\gunis SID (S-1-5-21-2782663264-3991100608-3008750438-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	16-11-2025 22:31:40	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name assets.delivery.autodesk.com timed out after none of the configured DNS servers responded. Client PID 34112.
Warning	16-11-2025 22:31:39	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name kv801.prod.do.dsp.mp.microsoft.com timed out after none of the configured DNS servers responded. Client PID 2456.
Information	16-11-2025 22:31:38	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	16-11-2025 22:31:36	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name playgateway-pa.googleapis.com timed out after none of the configured DNS servers responded. Client PID 5000.
Information	16-11-2025 22:31:35	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	16-11-2025 22:31:35	Netwtw14	7018	None	7018 - secure boot (SB4) configuration
Information	16-11-2025 22:31:35	Netwtw14	7017	None	7017 - secure boot (SB) configuration
Information	16-11-2025 22:31:35	Netwtw14	7010	None	7010 - driver enabled (miniport init)
Information	16-11-2025 22:31:35	Netwtw14	7002	None	7002 - CTDP power limit value (SPLC)
Information	16-11-2025 22:31:35	Netwtw14	7005	None	7005 - SAR value max TX power (WRDS)
Information	16-11-2025 22:31:35	Netwtw14	7027	None	7027 - get Nic Manufacturere on init
Information	16-11-2025 22:31:35	Netwtw14	7029	None	7029 - Driver initialization
Information	16-11-2025 22:31:35	Netwtw14	7036	None	The \Device\NDMP16 service entered the Intel(R) Wi-Fi 6 AX203 state.
Information	16-11-2025 22:31:34	Netwtw14	8000	None	8000 - Miniport Halt flow (driver disable)
Information	16-11-2025 22:31:34	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: NIC compliance
Warning	16-11-2025 22:31:34	Microsoft-Windows-WLAN-AutoConfig	4003	None	"WLAN AutoConfig detected limited connectivity, attempting automatic recovery.

Recovery Type: 4
Error Code: 0x0
Trigger Reason: 7
IP Family: 0
"
Warning	16-11-2025 22:31:33	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name msedge.api.cdp.microsoft.com timed out after none of the configured DNS servers responded. Client PID 34540.
Information	16-11-2025 22:31:33	Netwtw14	7003	None	7003 - Roam Complete
Information	16-11-2025 22:31:33	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	16-11-2025 22:31:29	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name self.events.data.microsoft.com timed out after none of the configured DNS servers responded. Client PID 18036.
Information	16-11-2025 22:31:26	Netwtw14	7003	None	7003 - Roam Complete
Information	16-11-2025 22:31:26	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	16-11-2025 22:31:13	Microsoft-Windows-TPM-WMI	1038	None	"Pre-attestation health checks confirm that the device is expected to pass attestation.
 Please see C:\Windows\Logs\MeasuredBoot\0000000591-0000000001.json for detailed information on what checks were made."
Information	16-11-2025 22:31:13	Microsoft-Windows-TPM-WMI	1041	None	"Pre-attestation health check detailed information: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}"
Warning	16-11-2025 22:31:11	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name params.wps.com timed out after none of the configured DNS servers responded. Client PID 33540.
Warning	16-11-2025 22:31:09	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name in-account.wps.com timed out after none of the configured DNS servers responded. Client PID 17036.
Information	16-11-2025 22:31:08	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	16-11-2025 22:31:08	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name ecs.office.com timed out after none of the configured DNS servers responded. Client PID 4976.
Warning	16-11-2025 22:31:05	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name wpad timed out after none of the configured DNS servers responded. Client PID 21028.
Information	16-11-2025 22:30:57	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	16-11-2025 22:30:57	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Error	16-11-2025 22:30:56	Microsoft-Windows-NDIS	10317	PnP	Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {a69b87c0-0693-4268-ad31-00272f490042}, had event Fatal error: The miniport has failed a power transition to operational power
Information	16-11-2025 22:30:56	Netwtw14	7018	None	7018 - secure boot (SB4) configuration
Information	16-11-2025 22:30:56	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 36 to 38.

Reason PolicyChange 

BootId: 593"
Information	16-11-2025 22:30:56	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Lid."
Information	16-11-2025 22:30:55	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: \??\C:\Windows\System32\DriverStore\FileRepository\intcoed_oemlibpath.inf_amd64_2e7cef2f8051560b\adl_vlldp15x_lite_lib.bin, status = STATUS_SUCCESS.
Information	16-11-2025 22:30:55	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 35 to 36.

Reason SxTransition 

BootId: 593"
Information	16-11-2025 22:30:55	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.
Information	16-11-2025 22:30:55	Intel-SST-OED	28	This task logs error codes to system event log.	Loaded DSP FW library: Libs\dsp_lib_asrc_adl_release.bin, status = STATUS_SUCCESS.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Boot	247	(99)	Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x2.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0x0.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	16-11-2025 22:30:55	Microsoft-Windows-BitLocker-Driver	24709	None	This event contains the boot-time final TPM PCR values and TCG log data.
Information	16-11-2025 22:30:55	Microsoft-Windows-BitLocker-Driver	24711	None	"A V2 TPM protector was used to start Windows.
Binding ID: {e0f3b476-a73e-4425-805b-0c939f260e04}."
Information	16-11-2025 22:30:55	Microsoft-Windows-BitLocker-Driver	24709	None	This event contains the boot-time final TPM PCR values and TCG log data.
Warning	16-11-2025 22:30:55	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Warning	16-11-2025 22:30:55	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Information	16-11-2025 22:30:55	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2025‎-‎11‎-‎16T17:00:55.500000000Z from ‎2025‎-‎11‎-‎16T02:53:39.662952000Z.
Time Delta: 50835837 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2025‎-‎11‎-‎16T22:30:55.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	16-11-2025 08:23:39	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	16-11-2025 22:30:55	EventLog	6013	None	The system uptime is 132698 seconds.
Information	16-11-2025 08:23:37	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Hibernate from Sleep - Standby Battery Budget Exceeded"
Information	16-11-2025 08:23:36	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	16-11-2025 08:23:35	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	16-11-2025 08:23:35	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 34 to 35.

Reason SxTransition 

BootId: 593"
Information	16-11-2025 08:23:35	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information	16-11-2025 08:23:35	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 21:32:58	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Policy Setting
Information	15-11-2025 21:32:58	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	15-11-2025 21:32:51	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 33 to 34.

Reason 55 

BootId: 593"
Information	15-11-2025 21:32:46	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 21:32:46	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 32 to 33.

Reason 55 

BootId: 593"
Information	15-11-2025 21:32:46	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 21:32:46	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 20:50:51	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby
Information	15-11-2025 20:50:44	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 31 to 32.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 20:50:44	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Lid."
Information	15-11-2025 20:50:44	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 30 to 31.

Reason PolicyChange 

BootId: 593"
Warning	15-11-2025 20:50:44	Win32k	700	None	Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Warning	15-11-2025 20:50:44	Win32k	700	None	Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Error	15-11-2025 20:50:14	Microsoft-Windows-WindowsUpdateClient	20	Windows Update Agent	Installation Failure: Windows failed to install the following update with error 0x80073D02: 9N0866FS04W8-DolbyLaboratories.DolbyAccess.
Information	15-11-2025 20:50:14	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9N0866FS04W8-DolbyLaboratories.DolbyAccess
Information	15-11-2025 20:50:12	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\DolbyLaboratories.DolbyAccess_3.27.5940.0_x64__rz1tebttyb220\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	15-11-2025 20:49:22	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15-11-2025 20:49:16	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 29 to 30.

Reason InputAccelerometer 

BootId: 593"
Information	15-11-2025 20:49:16	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Input Keyboard."
Information	15-11-2025 20:49:15	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 20:39:15	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby
Information	15-11-2025 20:39:12	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	15-11-2025 20:39:08	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 28 to 29.

Reason SessionUnlock 

BootId: 593"
Information	15-11-2025 20:39:08	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Idle Timeout."
Information	15-11-2025 20:39:08	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 27 to 28.

Reason SessionUnlock 

BootId: 593"
Information	15-11-2025 20:33:52	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	15-11-2025 20:10:17	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 26 to 27.

Reason InputAccelerometer 

BootId: 593"
Information	15-11-2025 20:10:17	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Input Keyboard."
Error	15-11-2025 20:06:08	Microsoft-Windows-DistributedCOM	10010	None	The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Error	15-11-2025 20:04:08	Microsoft-Windows-DistributedCOM	10010	None	The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Error	15-11-2025 20:02:07	Microsoft-Windows-DistributedCOM	10010	None	The server {A463FCB9-6B1C-4E0D-A80B-A2CA7999E25D} did not register with DCOM within the required timeout.
Error	15-11-2025 20:02:07	Service Control Manager	7011	None	A timeout (30000 milliseconds) was reached while waiting for a transaction response from the WSearch service.
Information	15-11-2025 19:59:36	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 25 to 26.

Reason SessionUnlock 

BootId: 593"
Information	15-11-2025 19:59:32	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Idle Timeout."
Information	15-11-2025 19:59:32	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 24 to 25.

Reason SessionUnlock 

BootId: 593"
Information	15-11-2025 19:53:21	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 19:53:21	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 19:50:20	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 19:50:20	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 19:46:48	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\WsiAccount\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 11 keys and creating 3 modified pages.
Warning	15-11-2025 19:46:09	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name update.googleapis.com timed out after none of the configured DNS servers responded. Client PID 8640.
Information	15-11-2025 19:46:08	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	15-11-2025 19:46:05	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name sadownload.mcafee.com timed out after none of the configured DNS servers responded. Client PID 20800.
Information	15-11-2025 19:46:04	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 19:46:04	Netwtw14	7018	None	7018 - secure boot (SB4) configuration
Information	15-11-2025 19:46:04	Netwtw14	7017	None	7017 - secure boot (SB) configuration
Information	15-11-2025 19:46:04	Netwtw14	7010	None	7010 - driver enabled (miniport init)
Information	15-11-2025 19:46:04	Netwtw14	7002	None	7002 - CTDP power limit value (SPLC)
Information	15-11-2025 19:46:04	Netwtw14	7005	None	7005 - SAR value max TX power (WRDS)
Information	15-11-2025 19:46:04	Netwtw14	7027	None	7027 - get Nic Manufacturere on init
Information	15-11-2025 19:46:04	Netwtw14	7029	None	7029 - Driver initialization
Information	15-11-2025 19:46:04	Netwtw14	7036	None	The \Device\NDMP13 service entered the Intel(R) Wi-Fi 6 AX203 state.
Information	15-11-2025 19:46:03	Netwtw14	8000	None	8000 - Miniport Halt flow (driver disable)
Information	15-11-2025 19:46:03	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: NIC compliance
Warning	15-11-2025 19:46:03	Microsoft-Windows-WLAN-AutoConfig	4003	None	"WLAN AutoConfig detected limited connectivity, attempting automatic recovery.

Recovery Type: 4
Error Code: 0x0
Trigger Reason: 7
IP Family: 0
"
Warning	15-11-2025 19:45:49	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name update.googleapis.com timed out after none of the configured DNS servers responded. Client PID 8640.
Information	15-11-2025 19:45:48	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	15-11-2025 19:45:43	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name ab.chatgpt.com timed out after none of the configured DNS servers responded. Client PID 22576.
Warning	15-11-2025 19:45:38	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name wpad timed out after none of the configured DNS servers responded. Client PID 2748.
Information	15-11-2025 19:45:31	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 19:45:27	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 22 to 24.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 19:45:27	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Lid."
Warning	15-11-2025 19:45:27	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Warning	15-11-2025 19:45:27	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Information	15-11-2025 19:45:23	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	15-11-2025 19:45:23	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: AC/DC Display Burst Suppressed."
Information	15-11-2025 19:45:23	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 21 to 22.

Reason InputMouse 

BootId: 593"
Information	15-11-2025 19:45:23	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: AC/DC Display Burst Suppressed."
Information	15-11-2025 19:45:23	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 19:45:23	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	15-11-2025 14:29:41	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Policy Setting
Information	15-11-2025 14:29:40	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	15-11-2025 14:29:34	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 20 to 21.

Reason 55 

BootId: 593"
Information	15-11-2025 14:29:29	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 14:29:29	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 19 to 20.

Reason 55 

BootId: 593"
Information	15-11-2025 14:29:29	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 14:29:29	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 14:18:59	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 14:18:59	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:18:55	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:11:56	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:11:56	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:10:52	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:10:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:10:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 14:00:13	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby
Information	15-11-2025 14:00:06	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 18 to 19.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 14:00:01	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Lid."
Information	15-11-2025 14:00:01	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 17 to 18.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 14:00:01	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Lid."
Information	15-11-2025 14:00:01	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Warning	15-11-2025 14:00:01	Win32k	700	None	Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Warning	15-11-2025 14:00:01	Win32k	700	None	Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Information	15-11-2025 13:58:43	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby
Information	15-11-2025 13:58:35	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 16 to 17.

Reason SessionUnlock 

BootId: 593"
Information	15-11-2025 13:58:35	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Idle Timeout."
Information	15-11-2025 13:58:35	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 15 to 16.

Reason SessionUnlock 

BootId: 593"
Warning	15-11-2025 13:49:05	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name win-extension.femetrics.grammarly.io timed out after none of the configured DNS servers responded. Client PID 15704.
Warning	15-11-2025 13:36:47	Netwtw14	6062	None	6062 - Lso was triggered
Information	15-11-2025 13:36:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 13:36:28	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Warning	15-11-2025 13:29:24	Netwtw14	6062	None	6062 - Lso was triggered
Information	15-11-2025 13:29:20	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Error	15-11-2025 13:28:37	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is ADPClientService (PID: 29288)."
Error	15-11-2025 13:28:37	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is ADPClientService (PID: 29288)."
Error	15-11-2025 13:28:37	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is ADPClientService (PID: 29288)."
Error	15-11-2025 13:27:51	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 4408)."
Error	15-11-2025 13:27:48	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 4408)."
Error	15-11-2025 13:27:45	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 4408)."
Error	15-11-2025 13:27:40	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 28304)."
Error	15-11-2025 13:27:37	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 28304)."
Error	15-11-2025 13:27:34	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 28304)."
